,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text
1655,546,866,59476,7,"#गुजरात_की_पुकार_भाजपा_हरबार
Vote for BJP only.....nahi to ye farziwal delhi bana dega gujrat ko,,
#गुजरात_की_पुकार_भाजपा_हरबार https://t.co/HKlY7V0DTk"
1656,4989,4329,28457,20,"Nothing is more better than this this is totally fantastic guys #गुजरात_की_पुकार_भाजपा_हरबार
 https://t.co/HpxVPZHNDy"
1657,4989,4329,28457,12,Pride Of Gujarat #गुजरात_की_पुकार_भाजपा_हरबार https://t.co/I6qmEJd6e7
1658,4989,4329,28457,30,Gujarat With PM Modi #गुजरात_की_पुकार_भाजपा_हरबार https://t.co/xqSXyUjkAg
1659,4989,4329,28457,15,"This   govt   has absolutely impressed me.. I'm rooting for more info regarding such.. U should have also..

#गुजरात_की_पुकार_भाजपा_हरबार https://t.co/emPdljPzvY"
1660,4989,4329,28457,9,"we all want BJP in Gujarat because they are good leadership #गुजरात_की_पुकार_भाजपा_हरबार
https://t.co/ubklUfvMy7"
1661,4989,4329,28457,6,It is a call to every person of Gujarat that BJP is once again keeping its eyes on this election.#गुजरात_की_पुकार_भाजपा_हरबार https://t.co/6ToHFcIbui
1662,4725,5399,335599,1,"@desimojito Damn this location is so close to my home

Ahmedabad ❤️ 

#गुजरात_की_पुकार_भाजपा_हरबार"
1663,24,134,13888,0,"#GujaratElections 
 #Poll
#GujaratElection2022
How many seats will Congress win in Gujarat?"
1664,192,30,930,90,"In Surat, National Secretary of Congress BM Sandeep had come to collect 75 lakhs from Angadiya from Mahidharpur area of ​​Surat but ran away after seeing the police and the pictures were captured in CCTV.

@INCIndia is synonymous to corruption.

#GujaratElection2022 https://t.co/A1jrIRK1RN"
1665,1303,257,98784,47,"Listen to @kanhaiyakumar
Congress' solution to the problems that #Gujarat is facing

#GujaratElections2022 #GujaratElection2022 https://t.co/AwkEzBFTdT"
1666,358,529,91193,32,"In #GujaratElection2022 people are not coming to the meetings of BJP CMs and Union Ministers of other states, chairs are remaining empty in BJP meetings!!

The people of #Gujarat now want change!!  The people of Gujarat no longer know ""#Jumlas"" but need a working leader. https://t.co/xynCSuIndJ"
1667,4989,475,15686,1,"JOKE OF THE DAY: 

Muslims are sending Earthquake on all Hindus. Wake up Hindus before you all die under a Muslim building. 

#Confirmed #FIFAWorldCup #BhediyaContest #Casteist_BCCI #GujaratElection2022 
#SumbulTouqeerKhan #varaharoopam"
1668,492,4952,13756,0,"Let us look at the top CSR projects in Vadodara, Gujarat which is one of the top 100 fastest-developing cities in the world.

#CSR #CorporateSocialResponsibility #GujaratElection2022

https://t.co/oTJsehN6Yt https://t.co/AAAdCKNLmb"
1669,48,34,7758,24,"The Rajkot ground report!
#GujaratElection2022 https://t.co/wbV6U7rKCC"
1670,246,335,36828,38,"VOTE FOR CHANGE....

VOTE FOR EDUCATION....

#GujaratElection2022 
#ParivartanAaveChe 
https://t.co/eoV5ge8VK5"
1671,1824,3172,22657,0,"Big Badlaav
Punjab CM office shifted to #Gujarat 
#GujaratElections2022 #GujaratElection2022 https://t.co/W4rO6NNNmP"
1672,31,307,23162,2,"How will electoral proceedings play out in Gujarat's Mehsana, considered to be a  BJP stronghold? 

Watch Pradeep Bhandari's detailed analysis in this video now : 

#GujaratAssemblyPolls    #GujaratElection2022 @pradip103 @JMukadma @IndiaNews_itv https://t.co/1jbgEJRia6"
1673,31,307,23162,7,"' Will Brand Modi abide?' - 

As Prime Minister Narendra Modi's ' Aa Gujarat main banavyu che' slogan becomes a ' roaring hit', Watch Pradeep Bhandari bring you this Live Chaupal from Ahmedabad.

#GujaratAssemblyPolls #GujaratElection2022
@pradip103 @IndiaNews_itv #NarendraModi https://t.co/k5XMLIDajO"
1674,208,612,28766,163,Congress hasn’t been in power in Gujarat since almost 28 years. What an utter clown! #GujaratElection2022 https://t.co/6vPypzu6YI
1675,1467,1094,231370,2,"Women's Votes Are Crucial in any election, Explaining the need for a double-engine government, Telangana Mahila Morcha campaigned at Amraiwadi Assembly, Bhatia Nagar, to win the BJP with a large majority once again in gujarat.
#GujaratElection2022 
@blsanthosh https://t.co/5FrkX9EtOL"
1676,53,28,686,12,"Gujarat Election Campaign
Glimpses of Day 2

#GujaratElection2022 
#કમળ_ખીલશે_ગુજરાત_જીતશે https://t.co/zZo9yp5w8d"
1677,4998,1563,21793,8,#GujaratElection2022 Contest like always is only between ⁦@BJP4India⁩ and ⁦@INCIndia⁩ ! Where the #BJP is million miles ahead! Rest others are a Side Show! Listen 👂 in my View https://t.co/VIXDbzRQei
1678,326,321,50990,8,"Why #Gujarat Election commission is not taking any action against #BJP 
#GujaratElection2022 #GujaratElections2022 #SuryakumarYadav #RishabShetty #ऊना_कांड_याद_है #Vikraman #Bhediya #Portugal  #LetThatSinkIn #400YearsofLachitBarphukan #CongressForAdivasis 
Gehlot Mughals https://t.co/8of09b1Kfa"
1679,860,293,16322,5,"Election is nothing but naare zameen par.
#GujaratElection2022"
1680,1650,2226,357185,16,"@inc spokesperson &amp; social media chief Smt @SupriyaShrinate tears apart the BJP on #GujaratElection2022 and it’s dirty trick Department who is trying to distract by using a two year old video against the @INCIndia 
@INCGujarat 
Shri @Jairam_Ramesh https://t.co/RRwTJ7BI14"
1681,66,16,1900,98,"#GujaratElection2022
#JusticeForDefenceStudents
#DelhiHighCourt
#Boycottbjp
@Ravindra_Fouji 
Pending recruitment army exam and airforce enrollment do
Or we youth will make bjp as agniveer https://t.co/wVlLY9IFp3"
1682,9,13,174,19,"National President @VanathiBJP ji addressed Yuvati/Mahila Sammelan at Rajkot east constituency and appealed to vote for UDAY kankad ji.Ex CM @vijayrupanibjp ji and other dignitaries were also present 

#GujaratElection2022 https://t.co/MKXUkFIrQ5"
1683,86,132,43492,12,"Major reason for defeat in battle is considering ur opponent weak.

BJP will do same mistake and will lose #GujaratElections 

#OnlyAAP #EkMokoKejriwalNe #Gujarat_Boycott_BJP #GujaratElection2022

https://t.co/2UIs7C6RJd"
1684,4957,2268,291804,29,"@INCIndia spokesperson Shri @ssrajputINC on #GujaratElection2022 
@INCGujarat 
#BharatJodoYatra https://t.co/82IwPzNIDv"
1685,1235,368,22900,48,"Can't stop Laughing😂😂😂

#ModiDisasterForIndia #bjpfailsinindia 
#modi_is_a_terrorist #ModiGovt #GujaratElection2022 #Hindu #Muslim https://t.co/VnFYflNTug"
1686,1285,8405,26603,1,"Women in Banas and Anand earn up to Rs 30,000 a month thanks to government schemes and loans that encourage their participation in the dairy industry

Watch @CNNnews18 on #JioTV for all your updates: https://t.co/c01bbfh7EF

@pragyakaushika #GujaratElection2022 #GujaratElections https://t.co/3OYD12kKrt"
1687,1516,4694,193273,21,"Gujarat: Ahmed Patel's daughter @mumtazpatels speaks to TIMES NOW. She remembers the late Congress stalwart during the first-ever Assembly elections in the state post his demise
#GujaratElection2022

https://t.co/JHEt9eETbM"
1688,513,322,33668,4,A well researched piece on the upcoming #GujaratElection2022 by @bainjal . Do read https://t.co/TMOnTG9llC
1689,59,30,243,0,"#GujaratElection2022 

2 buttons should be in EVM
1. opting PRESIDENT'S RULE
2. opting Central Govt in state
If 50% votes go to above to 2 parties collectively, the ruling govt in the state must be from one of these parties who with more votes. 
Citizens should have this right."
1690,170,187,3549,9,"Nari Shakti has given massive support to BJP and @narendramodi's leadership to win in #Gujarat once again.
#GujaratElection2022 
@VanathiBJP @BJPMahilaMorcha 
@KGeethamurthy https://t.co/tHkGLQk09O"
1691,1567,210,11523,27,"Pilot slams Rajasthan CM Gehlot for calling him a ""traitor""

Read @ANI Story | https://t.co/6qT2Z7noRp
#Rajasthan #SachinPilot #AshokGehlot #Congress #BharatJodaYatra #GujaratElection2022 https://t.co/YuJ2OT4rP2"
1692,622,1043,128880,134,"According to sources, BJP High Command is rattled after going through latest weekly Internal survey report.

Due to AAP there is swing of almost 45 seats of BJP.

PM Modi to carryout campaign on this seats in coming days.

#GujaratElection2022"
1693,1267,708,19279,5,Zor ka Jhatka dheere se laga 😂😂Gujarat Model exposed 👇👇Wait n watch 😳😳 #failed #GujaratModel #MoodOfGujarat #GujaratElection2022 https://t.co/bs4r2wFv1f
1694,91,230,11115,7,"Congress is coming.

Congress govt will be formed on Dec 08 in Gujarat ✋

Only 6 day's left for Phase 1 voting of #GujaratElection2022"
1695,730,613,21971,2,".@BJP4Gujarat @narendramodi @AmitShah ... amazing double engine manifesto... 
#GujaratElections2022 #GujaratModel #GujaratElection2022 #GujaratElections #GujaratMaangeParivartan https://t.co/J8kKlwzDg1"
1696,503,346,2397,187,"#GujaratElection2022  #GujaratElections2022 
Prajapati samaj (50 Lakh people strong) pledge not to vote and support BJP
Earlier, the Maldhari Samaj (60 lakh people strong) gave a statement not to support the BJP. https://t.co/YIW0LJXh86"
1697,105,91,27663,1,"Gujarat Opinion poll 2022:-

BJP 115-130 (42%)
AAP 45-55 (33%)
Congress 10-14 (14%)

#GujaratElection2022"
1698,2250,110,2417,0,"My prediction for #GujaratElections2022 
#BJP - 60-80
#Congress - 5-25
#AAP - 70-95
Others - 0-3
See you on 8th December 2022.
#GujaratElection2022"
1699,2282,194,71101,12,Ajit Sir doing what he does best - from the ground - unfiltered &amp; raw. Would be following his #GujaratElection2022 coverage closely. https://t.co/H5MwHQ4dyK
1700,1532,146,19138,1,"#BJP is winning elections b'coz of #EVMScam. This is serious and #CEC should take action against such manipulation's and scams during elections. Wake up Voters and save our Country from scamsters and looters. #GujaratElection2022
https://t.co/eC3xRxWyWB"
1701,305,762,201376,4,"#GujaratElection2022 | According to a report published by the Association for Democratic Reforms, 89 per cent of the candidates of BJP contesting the Phase-1 of the Gujarat polls this year are crorepatis with an average asset size of Rs 13.4 crore.

https://t.co/Q5vQinE17q"
1702,305,762,201376,9,"(2)Female Metro Security Guard- I want to Join AAP my husband already Joined

Vote for #AAP in #GujaratElection2022"
1703,267,761,100767,9,"#BreakingNews

@ArvindKejriwal busts  and exposes Media and BJP Propaganda against AAP and @SatyendarJain 

Court didn't say VVIP facilities given,

But,

Amit Shah had given deluxe room when he was in jail and VIP facilities
#Gujarat 
#GujaratAssemblyPolls 
#GujaratElection2022 https://t.co/STKNtdbYoo"
1704,68,6,185,15,"Gujarat people...
🙏🙏🙏
@ysathishreddy
@annamalai_k
#BJP_Model

#bjpcheatsgujarat

#GujaratElection2022 
#GujaratElections https://t.co/InZZl1MxbA"
1705,4383,2190,18978,1,"Tic Tac interview with Darshana Jardosh, MoS Railways &amp; Textiles (Govt. of India) 
Full video link - https://t.co/NYyMoJRtTi

@DarshanaJardosh 

#GujaratElections2022 #Gujarat #GujaratElection2022 https://t.co/kT6OsjHFeB"
1706,381,109,3115,10,"(3)I am reading Pran Kurup Book during my Metro Journey, and People are asking which Book are you reading?

My Answer: I am trying to Understand Why I should always Vote of #ArvindKejriwal 

Vote for #AAP in #GujaratElection2022"
1707,473,805,161614,6,"#GujaratElection2022
Glimpses from Bhavnagar's Election Campaign makes people's strong support for BJP evident in Gujarat. https://t.co/IYQQTsHutb"
1708,139,6,1682,5,"#GujaratElection2022 | #BalvantsinhChandansinhRajput, 61, is a #BJP candidate from Sidhpur. He moved from Congress to BJP in 2017. He has declared his business, trade, agriculture, and rent as sources of income. 

Read here: https://t.co/HihL8e9IIJ

#GujaratElections2022 https://t.co/VSRdVU35wv"
1709,338,306,141545,3,"At an election rally in Gujarat on Thursday, PM Narendra Modi dwelt on the issue of free electricity, which is among the top poll issues in the state this year.

#GujaratElection2022 | #GujaratElections 

https://t.co/SaWgeXyrMY"
1710,6046,5849,5250,17,"Modi the biggest liar of the century. 

He always make fool of public and still making fool of #Gujarat public.

#GujaratElection2022 https://t.co/or2sHIIIwY"
1711,463,304,7067,1,"He is trying to emulate Rahul Gandhi 

#BharatJodoYatra #GujaratElection2022 https://t.co/WY7MBTqQqi"
1712,634,192,7780,0,@SonuSood @BeingSalmanKhan @akshaykumar @SunielVShetty @ajaydevgn @iamsrk #business #jamamasjid #IndianArmy #FIFAWorldCup #RichaChadhaMaafiMaang #SaudiArabia #GujaratElection2022 #HimachalPradeshElections #request please donate in our @MithileshLife our NGO need funds for growth
1713,1062,4926,1233844,7,"(1)Male Metro Security Guard -during Security check told me I am already in #AAP and will vote for AAP

Vote for #AAP in #GujaratElection2022"
1714,49,10,2858,0,"Is this for the fear of losing Gujarat? Or, a speech mistakenly preponed, which was prep'd for '24? 🤔🤥🤫#GujaratElections2022 #GujaratElection2022 #GujaratElection #fake #lies https://t.co/woQmL0aP0u"
1715,1096,466,49639,0,"Nonsense of educated illiterates for a fake degree liar will grow multifold now, counter it with hard facts &amp; call for an open debate on development, their minds will go spinning 😴 
#GujaratElections2022 #GujaratModel #GujaratElection2022"
1716,3226,1976,298465,3,"Who will win this time in Gujarat? 
#Gujarat
#GujaratElections 
#GujaratElection2022 
#AAP 
#BJP 
#Congress 
#Election2022 
#GujaratElection 
#ModiGovt 
#ArvindKejriwal 
#RahulGandhi 
#MorbiBridgeCollapse 
#Morbi 
#MorbiBridge 
#Gujaratpolitics
#GujaratAssemblyElection2022"
1717,24,7,71,0,"#GujaratElection2022
Before 28 years gujarat was not even 1% developed 
no electricity water supply,Roads, infrastructure,LPG but 
Today the change can be clearly seen each and every village has all the facilities in gujarat shows the work of BJP"
1718,24,7,71,0,"#GujaratElection2022
Whoever is saying bjp did noting in last 28 years kindly 
ask old gujarati people what was gujarat and now what it is,
 the clowns residing out of gujarat who spreads hate and wrong rumours will never understand is Gujarat and Gujarati people"
1719,104,29,2747,17,"Know for yourself.
Who protects &amp; works for the welfare of minorities &amp; tribal citizens of India. @RahulGandhi rightly exposes #BJP Govt. who doesn't implement the already created laws by Congress Govt. 
 #BJP hates minorities &amp; tribal citizens of India.
#GujaratElection2022 https://t.co/OOSuRaRuBx"
1720,28,27,4772,0,Gujarat is voting for Congress #GujaratElection2022 https://t.co/4SYAD3OxWM
1721,45,253,19237,1,"#Gujarat: #Ahmedabad police arrested 3 youths for flying drones in ""NO flying zone"" imposed for PM Narendra Modi's election rally in Bavla. #GujaratElection2022 https://t.co/2q6JS90UBV"
1722,951,557,48033,18,"Condition of roads in Gujarat 🙈

Ground report from Surat 👏

Everyone will come to know the reason on such brutal attacks in #AAP on daily basis 

#GujaratWithAAP
#ParivartanAaveChe 
#GujaratElection2022 https://t.co/5Ty6FBdJ4I"
1723,28,2188486,683420,0,"#GujaratElection2022: Close contest between #BJP, #Congress in Gandhinagar North

#AAP #GujaratAssemblyPolls 

https://t.co/1c04izsKBi"
1724,1272,5760,93205,0,The trouble with reading a well researched article by a well biased journalist is you know in advance that the point of view presented will be biased. Where did the impartial journalists go? #GujaratElection2022
1725,115,6612,7503,1,"#Decison2022 | The trio Gandhinagar-Dahegam-Kalol will propel the economic activities of entire Gujarat, Prime Minister Narendra Modi said at an election rally in Dahegam of Gandhinagar Thursday.
Follow live updates on #GujaratElection2022
https://t.co/GVz3yzR6tl"
1726,28,2188486,683420,0,"#GujaratElection2022: Is winning from Gandhinagar South seat for #BJP's #AlpeshThakor an easy task?

#GujaratElections #GujaratAssemblyPolls #GujaratElection 

https://t.co/CJzu27KM7s"
1727,206,205,7326,0,"Caption this 👇👇
#GujaratElection2022 #GujaratElections #Gujarat #Gujaratpolls #MCDMeinBhiKejriwal #MCDElections2022 #mcdelection2022 #Thanksgiving https://t.co/SoRZT1HXMv"
1728,2476,2076,394246,6,"Who will win in #GujaratElection2022 
@AamAadmiParty 
@BJP4India 
@INCIndia"
1729,117,220,8762,0,"@asadowaisi Why you Always contest elections in muslim dominated area ?? To cut votes so that BJP can win ?? Your Dream Of Dividing India Again With BJP will not happen for sure.

#GujaratElection2022 #Gujarat #Election2022 #GujaratAssemblyPolls #Gujaratpolls"
1730,72,965,1553,0,Elections Meetings #GujaratElection2022 https://t.co/B081nqo9SF
1731,109,16,99,0,"Kya election ka season har sal hona chaiye? 

Atleast CITY infrastructure and roads achanq achhe ho jate h so.. !! 

#GujaratElection2022 #BJPGujarat #Congress #GujaratCongress #AAPgujarat #news #Election2022"
1732,28,2188486,683420,0,"#GujaratElection2022: Will Limbayat once again give opportunity to #BJP’s Sangitaben Patil?

#GujaratElections #GujaratAssemblyPolls #Congress #AAP #GujaratAssemblyPolls 

https://t.co/RAvxybNClK"
1733,3540,5641,68745,1,"@AamAadmiParty is the best 😊

#GujaratElection2022 https://t.co/3aevGXogrf"
1734,155,21,2398,0,"#GujaratElection2022
Voting Share as of now 

BJP- 47%
AAP- 41%
Congress- 12%

@AAPGujarat"
1735,49,60,11311,0,"@NaMoniaNews @MrsGandhi @thakor_lavingji @blsanthosh @VanathiBJP @narendramodi @JPNadda @AmitShah If this is the crowd a sitting #BJP MLA can get #wondering is there going to be rout of #BJP in #GujaratElection2022 
The crowd consist of very few youth and where are the women? Are the public ready to change the 27 year old rule seems effects of #BharatJodoYatra"
1736,1208,90,4212,0,Who knows that the downfall of the Emperor begins from his own kingdom #GujaratElection2022
1737,2258,1410,329646,3,"The priority right now is to win the Assembly elections in Gujarat where Ashok Gehlot is the senior observer of the party and it is also important to strengthen hand of Rahul Gandhi.
@IYC #GujaratElection2022 @ashokgehlot51 @SachinPilot @RahulGandhi 
https://t.co/FJCBrPfwVL"
1738,190,7,621,2,"Out of desperation to land a decent job, students asked me: how can they become a journalist? Does it require any degree? What are the best colleges? How much do I get paid? #GujaratElection2022 https://t.co/kLBMylFJY5"
1739,900,2076997,679058,0,"Upcoming polls will decide fate of Gujarat for next 25 years, Congress didn't follow Gandhian values: PM

#NarendraModi #pmmodiingujarat #GujaratElection2022 

https://t.co/bxXDzOHyIf"
1740,1725,762,26308,0,"@Upasana54771661 @pradip103 @Realchandan21 @jankibaat1 Absolutely. The Modi factor will never change, moreover it has grown magnifold with every passing years.
#GujaratElection2022"
1741,16,23,261,0,"Gujarat polls: This election is about deciding Gujarat's fate for next 25 years said PM.
#newsifyecho,#newsify,#freshify,#Gujarat,#GujaratElection2022,#pmmodiingujarat,#India,#Election2022 https://t.co/CLoXkuEi3G"
1742,74,94,656,1,"As part of our on-going series #ElectionExchange, @Santia_Gora dropped into #Surat, the city of diamonds to find out the pulse of the voters ahead of the assembly elections in Gujarat. Here's that report. 

#GujaratElection2022 https://t.co/hONyvAhTMA"
1743,2901,2901,27833,2,"#Gujarat Election commission is not taking any action against #BJP why?
#GujaratElection2022 #GujaratElections2022 #SuryakumarYadav #RishabShetty #ऊना_कांड_याद_है #Vikraman #Bhediya #Portugal  #LetThatSinkIn #400YearsofLachitBarphukan #CongressForAdivasis https://t.co/fiqNJ3DHFy"
1744,428,227,504,0,"Pic of the dy 💖
the Gujarat election ✌️

#Gujarat #GujaratElection2022 #Vote4BJP https://t.co/zFOK4dRt7j"
1745,1331,958,584,1,Who will win in #GujaratElection2022 ??
1746,40,8,2195,1,"@Gopal_Italia #GujaratElection2022 #GujaratElection2022 All Surat voters will vote for BJP only which is the best party currently
I know AAP is in Gujarat just to make money. 
If AAP wants to improve lives of people really why did they  not fight and win  Bihar and Bengal  assembly elections?"
1747,39,9744,38119,0,"Worry For BJP In Gujarat Assembly Elections 2022? - https://t.co/P5Gwne3LFl

#PMModi #BJP #GujaratElection2022 #AssemblyElection2022 #Gujarat #MaldhariMahapanchayat #AssemblyPolls #AmitShah https://t.co/C2AoPD1J4f"
1748,121,21,1503,0,"Modi = Magic
No other leader has earned love and respect like @narendramodi . He is enigma. 
#GujaratElection2022 
@BJP4Gujarat https://t.co/8GHq4utRFc"
1749,647,457,15193,0,"Congress MLA Raja Warring Important Press Conference in Ahmedabad, Gujarat. #Gujarat #GujaratElection2022 #GujaratElections2022 #CongressAaveChe @RajaBrar_INC @INCGujarat @INCPunjab #PunjabiNews #rajawarring #himachalelections2022 #AapKePaap https://t.co/oFngKIs72w"
1750,1232,212,4017,0,"Evm is hacked in #GujaratElection2022 

#GujaratAssemblyPolls https://t.co/Tg04AR49ha"
1751,72,139,53430,12,"#GujaratElections #GujaratAssemblyPolls 

Students of Alfred High School in Rajkot from where Mahatma Gandhi completed his matriculation in 1887 &amp; staff say Congress is an undeserving party for it never protected legacy of Bapu

Even the museum was built in 2018

By @Anand_Journ https://t.co/GrWs5vBUSY"
1752,2,10,1633,52,"Hindus follow monogamy; even non-Hindus need to follow this practice. A law has to be passed against love jihad! - Assam CM @himantabiswa
 
BJP has already declared the implementation of the Common Civil Code in #Gujarat, if elected

https://t.co/FI9KRiXWba

#GujaratAssemblyPolls https://t.co/m9VVjRHx3Q"
1753,674,258,8912,1,"As the BJP seeks to retain power in #Gujarat, it faces resentment over nominations of Congress turncoats, which has prompted over a dozen rebels to contest as independents. 

(@MaulikPathak reports) #ElectionsWithHT #GujaratAssemblyPolls 
https://t.co/AnyWpahNCv"
1754,29,48,6957,11,"Prime Minister @narendramodi's former teacher Hiraben Patel speaks exclusively to Pradeep Bhandari on India News. 

Watch what she had to say about PM Modi in this special broadcast of @JMukadma on @IndiaNews_itv.

#GujaratAssemblyPolls #NarendraModi @pradip103 #Gujarat https://t.co/VXB2wOSpeU"
1755,178,6,11250,3,"BJP's Lok Sabha vote share has crossed 55% post Narendra Modi becoming the Prime Minister. 

Watch : https://t.co/m65bGtcdJ7

#GujaratElections #GujaratAssemblyPolls @pradip103 @JMukadma @IndiaNews_itv"
1756,481,13,2590,34,"In the latest episode of Narendra Modi saying any damnfool thing and expecting people to believe it

#GujaratElections2022 #GujaratAssemblyPolls https://t.co/ZjQSqUuNeg"
1757,643,1412,229210,0,"Modi will face defeat in #GujaratElections2022 
#GujaratModel 
#GujaratAssemblyPolls 

#CongressAaveChe"
1758,5,0,15,2,"while @AamAadmiParty  national convenor and Delhi Chief Minister @ArvindKejriwal  will campaign for the party.
#GujaratAssemblyPolls   
#MoodOfGujarat   #GujaratElections    #GujaratElections2022"
1759,5,0,15,6,"Gujarat Elections 2022 : Fadnavis, Himanta Sarma, and Kejriwal in state today

Gujarat will continue to see campaigns by political bigwigs Tuesday 
@SanjayAzadSln @Gopal_Italia
 @AAPTELANGANA 
#GujaratAssemblyPolls  
#MoodOfGujarat  #GujaratElections   #GujaratElections2022 https://t.co/0N7rm8fETA"
1760,573,677,107957,10,"#BJP rules in the heart of the #Gujarat people. This is why BJP is winning consistently for 27 years in Gujarat. People of Gujarat are NOT interested in FREEBIES.
#GujaratElections2022 #GujaratAssemblyPolls 
@ParasKGhelaanii @Satishrathod100 @sureshseshadri1 @Anandi_sanatani https://t.co/hnL2X8yzVi"
1761,309,135,67974,2,"#Gujarat : Union Home Minister @AmitShah  to hold public meetings in Mahuda, Jalod, Waghara and Naroda and lead road show in Nandod today.

#GujaratElections2022 | #GujaratAssemblyPolls 

File Pic: https://t.co/llWs9ZOrMQ"
1762,259,683,126062,9,"'The Verdict of #GujaratElections won't be decided by youth voters alone' - 

Why does Pradeep Bhandari say this? Watch this detailed report to know. 

#GujaratAssemblyPolls @pradip103 
@JMukadma @IndiaNews_itv https://t.co/3PADvftJFv"
1763,1360,619,57094,8,"#प्रियंका_वाड्रा_जवाब_दो #Gujarat #GujaratAssemblyPolls #GujaratElections2022 #BharatJodoYatra ""Ashok Gehlot""
THE SPIRIT OF CONGRESS  👇👇👇👇👇👇👇👇👇👇👇👇
https://t.co/0Go71Prygc"
1764,659,741,17729,0,"So the so-called torchbearers of clean politics, @AamAadmiParty has maximum criminal candidates for #GujaratElections2022 36% have a criminal record, with 30% facing serious charges. They are followed by @INCIndia.

#GujaratElections2022 #GujaratAssemblyPolls #AAP #Gujarat https://t.co/MOwEXMfuVe"
1765,979,105,4453,22,"No wonder @BJP4India gets elected every election.
#ModiHaiToMumkinHai 
#GujaratAssemblyPolls https://t.co/0RGUFKQQu5"
1766,8231,14536,295190,14,"Sharing some glimpses from the Shining India Survey Gujarat Assembly Election 2022. 
#ShiningIndiaSurvey #Gujarat
#GujaratAssemblyPolls https://t.co/9pOTlXPALZ"
1767,8231,14536,295190,13,"Sharing some more glimpses from the Shining India Survey Gujarat Assembly Election 2022. 
#ShiningIndiaSurvey #Gujarat
#GujaratSurvey2022
#GujaratAssemblyPolls https://t.co/JjyKq18wb3"
1768,120,245,146084,30,"A factual story in election season of #GujaratAssemblyPolls:

Santalpur Kesargadh is a village near India Pakistan border in Gujarat’s Banaskantha district where no house has water connection, no pakka houses or education.

People still live in dwellings made of mud and sand https://t.co/jNSfxwNHxS"
1769,2326,591,28780,0,"From India Against Corruption, Kejriwal’s AAP has emerged as the party with the maximum number of candidates having criminal records. 😡

#Gujarat #criminals #candidates 
#GujaratElections2022 #GujaratAssemblyPolls https://t.co/FnRHUKpfpW"
1770,1286,2020,37638,7,"' Gujarat Elections cannot be dictated like any other state elections in the country' - 

Watch Pradeep Bhandari analyse all the important factors that can influence the outcome of #GujaratElections : 

#GujaratAssemblyPolls @pradip103 
@JMukadma @IndiaNews_itv https://t.co/2t5qWzwSEL"
1771,2026,2731,30905,0,"#GujaratAssemblyPolls 2022 

BJP 125 - 140
Congress 25 - 35 
AAP 6 - 7

Screenshot this."
1772,85,69,8489,0,"Which Party Will Win Gujarat Election 2022 ?
#GujaratElections2022 #GujaratAssemblyPolls #GujaratElections #Gujarat"
1773,5,19,434,62,"If caught in #Corruption, then settlement could have been considered.#GujaratAssemblyPolls #GujaratElections2022 https://t.co/lkiwpOcPhu"
1774,2935,523,51857,1,"#GujaratElections2022: Will #BJP's #HardikPatel snatch #Congress stronghold #Viramgam seat from Lakhabhai?

#GujaratAssemblyPolls #AAP #GujaratElections 

https://t.co/ebSGamK6F6"
1775,4995,774,19087,2,"#GujaratAssemblyPolls | A controversy erupted over the alleged involvement of foreign nationals in election campaigning for the BJP after the official Twitter handle of party's state unit shared a video on social media. 

(@desipatrakar reports)
https://t.co/gPFHwAXPmj"
1776,1224,397,60420,23,"Congress, Congress, Congress 
Congress, Congress, Congress,Congress………………………………………….Up to 125 Congress MLAs in #GujaratAssemblyPolls #GujaratElections2022 

 https://t.co/MnTYAaFyXn"
1777,5,0,62,0,"@ECISVEEP @ceogujarat @SpokespersonECI
#GujaratElections2022 #AssemblyElection #gujaratassemblypolls #AVSAR #Voter #EveryVoteCounts #NoVoterToBeleftBehind #PowetOfOneVote
EPIC: GBV7631823
Name deleted becoz I was out of town.  Plz  enable voting for me
Grievance No. NGS2522141812"
1778,169,686009,228920,0,"#MiddayNews |

#Kejriwal issues video appeal asking #Congress supporters in #Gujarat to vote for #AAP 

#GujaratElections2022 #GujaratAssemblyPolls #GujaratElections #AamAadmiParty 

https://t.co/jbJ9NIHFzn"
1779,28,2188486,683420,0,"#GujaratElections2022: Will #Congress retain Mansa assembly seat?

#BJP #AAP #GujaratAssemblyPolls 

https://t.co/vqLruthpu3"
1780,1397,724,115071,0,"Aapians 🙋🙋 5 days Campaign left for 1st Phase Voting 🔥🔥🔥🔥
#GujaratElections #GujaratAssemblyPolls 💪💪💪💪 https://t.co/wEqiKsQee8"
1781,616,360,11931,2,"Pradeep Bhandari brings you an exclusive report from Mehsana, Gujarat. 

Watch : https://t.co/m65bGtcdJ7

#GujaratElections2022 #GujaratAssemblyPolls @pradip103 @JMukadma @IndiaNews_itv"
1782,1286,2020,37638,4,"The Verdict of #GujaratElections    won't be decided by youth voters alone. 

Watch : https://t.co/Od530pLQxx

#GujaratAssemblyPolls @pradip103 @JMukadma @IndiaNews_itv"
1783,773,518,4693,0,"#Ahmedabad District Police registered FIR for violating the notification on ‘No Drone Fly Zone’ during the visit of the Hon’ble Prime Minister at Bavla, Gujarat #NarendraModi #GujaratElections #GujaratAssemblyPolls https://t.co/4FbbFl987G"
